【#浙江宁波新增7例确诊#】浙江省宁波市通报：今天上午，宁波市北仑区通报1例新冠肺炎确诊病例以来，北仑区启动了大规模核酸检测工作。截至22时，北仑区又检出阳性感染者6例，均为在封控区内主动筛查发现，已被诊断为新冠肺炎确诊病例（轻型）。至此，宁波北仑本轮疫情已累计报告7例确诊病例。​展开全文c,国家应急广播,01月01日22:56 来自微博weibo.com,https://weibo.com/3349909324?refer_flag=1001030103_,4720963998454097,3349909324,刚才不是还6吗。怎么变7了,2022-01-01 22:58:21,995未来可期
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,还不知道感染过新冠的究竟有没有什么后遗症,2022-01-09 08:18:47,我的昵称不错吧
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,天津有了,2022-01-09 08:03:46,请随风飘舞
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,我们都会感冒这一条很重要，要向前看，要教育,2022-01-09 07:57:33,SHSFJOBS
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,庄医生，天津刚通报了，本地病历是奥密克戎[衰],2022-01-09 07:47:38,悄悄地扌丁木仓
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,天津疫情溯源出来了，是奥密克戎,2022-01-09 07:44:07,向右因素
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,说曹操曹操到[二哈],2022-01-09 07:40:26,楼台风雨-01
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,天津本土确诊的是奥密克戎[泪]感觉其他城市被感染只是时间问题。,2022-01-09 07:40:04,Ki咪姐姐
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,已经到了,2022-01-09 07:38:02,荞麦馍馍
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,[汗]五针战士，昨天看新闻，一印度老头打了十一针,2022-01-09 07:36:55,卫小白
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,我预测一个月之内会来，结果来早了,2022-01-09 07:21:17,尔等萤火虫与日月争光
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,认同，特别是最后一句话,2022-01-09 07:20:59,地平线DWB
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,天津了[泪][泪],2022-01-09 07:20:20,sxllww
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,因为认识不到位，国内反对疫苗接种的人也不少，只是政府抓得紧不得不接种罢了,2022-01-09 07:20:13,地平线DWB
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,天津来了[允悲],2022-01-09 06:16:18,我是jiangshi
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,家里不到5岁的娃娃没有新冠疫苗可以打。流感疫苗已经接种了。老母亲不担心是假的[失望]。,2022-01-09 06:16:01,dancingflying2011
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,天津新增的就是奥密克戎,2022-01-09 06:14:29,小皮球and香蕉梨
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,我家孩子两针国药，去了美国以后十月份又打了两针辉瑞，双保险[允悲],2022-01-08 23:05:31,KD和三弟
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,丹麦数据，omicron住院率0.9%，Delta的住院率1.2%，考虑到此前的疫苗接种和旧毒株感染，目前数据完全没法支持毒力减弱的“猜想”，甚至于出现了儿童住院率的上升，为啥这么多媒体装瞎说毒力减弱？,2022-01-08 23:44:56,幽灵蛞蝓君
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,疫苗对重症还是有保护作用的。假设没有疫苗防护的情况下全球去面对奥密克戎，不知道会是个怎样的境况。,2022-01-08 23:01:50,图南之鹏翼
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,请问博主打了哪两种疫苗？,2022-01-08 23:41:12,南京一文
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,国内等二代疫苗+口服药，才能开放,2022-01-09 00:04:55,望月池
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,庄医生灭活打加强了吗？可以问不[doge][心],2022-01-08 23:08:21,荔枝TOI
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,中国人比起信科学，信的更多是政府政策吧[doge],2022-01-09 03:37:12,AbrightPan
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,国内基本没有反对疫苗的，大部分是反对强制“自愿”接种的[doge],2022-01-09 01:11:21,happy沐云
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,反正我现在就是疫苗 加N95 消毒液 。每次出门回来买的东西还得消毒 然后洗个澡 衣服也洗了 感觉我能做的都做了 剩下的听天由命了[awsl][awsl][awsl],2022-01-08 23:25:05,CyFgaga
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,打了四针了 从omicron严重程度来看我决定爱咋咋地 得了就得了,2022-01-09 01:28:27,摩卡战士西园寺绫乃
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,最近香港向上海输入了几例，但是奇怪的是人流量更大的深圳一直没有香港输入。个人猜测原因就是从上海入境的时候香港和从外国入境的是混在一起的，所以就感觉旅途中被感染的机会还是挺大的……小心为上,2022-01-08 23:19:11,Hayung0227
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,是的，我做好自己的部分，其他的都是天命,2022-01-08 23:02:57,浮木为舟
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,美国住院人数今天13.1万了。我记得2020年最高峰就是裹尸袋和冰柜车都不够用，火化要排队一个半月那段时期，住院人数是13.5万，ICU2.8万。今天的ICU是2.2万，数据离上次崩溃比较接近了。美媒现在已自动屏蔽裹尸袋和冰尸车不够的视频，美媒刻意刻画乐观画风，但其实义乌裹尸袋订单本周剧增 http://t.cn/A6JUxXmb,2022-01-09 05:34:07,天天美美笑笑笑
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,留学生，在回国前两天感染了，含泪退了机票，现在已经失去了嗅觉,2022-01-09 05:21:45,春夏秋冬不觉晓Zzzz
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,我一个网友，瑞典的华人，她提起来疫苗就是歇斯底里的态度，认为全是骗人的，是安慰剂而已。当然她也不会去打。,2022-01-09 01:48:49,弦歌闲唱
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,周围还有不少人一针没打[悲伤],2022-01-08 23:26:38,丁小头
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,新冠还是流感，所以我把两种疫苗都打了，但我得尊重病毒的自然演化规律。  我把自己能做的做好，其他的就相信科学了。,2022-01-08 23:09:24,大漠胡杨_75468
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,我们都是自愿相信科学的。,2022-01-08 23:03:17,六三五九三
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,如果都是轻症，得就得了，有没有后遗症，怕啥呢,2022-01-09 01:39:01,义薄云天123123567
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,@Haaaaaaam,2022-01-08 23:06:17,芒果柴柴
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,还有就是保护好高龄老人等弱者//@NateRiver尼亞:其实回头来看，当年被骂得最惨的瑞典，目前来看可能是最正确的，大面积完整接种疫苗，不会太严格的管控，保持医疗资源充足，最后全民免疫。2021年瑞典的死亡率是近些年来最低的。,2022-01-09 05:48:03,horizon0715a
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,这是5号的数据。住院床位快爆了 http://t.cn/A6JUxHlN,2022-01-09 05:42:58,天天美美笑笑笑
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,圣诞节开始就是kn95的配置了。,2022-01-09 05:27:45,享受咸鱼的快乐
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,还没有影响么，天津快全员核算了，20个阳性，大部分是学生。,2022-01-09 05:08:31,隔壁老湿傅
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,西方这么搞确实有历史社会原因的...//@billfigo15:未来可能就是人人得过新冠，新冠成为了人类进化的一环。西方社会这种社会达尔文主义你说它残忍也罢，说它尊重历史也罢，可能也是可以其发展历史上逻辑自恰的丛林法则,2022-01-09 04:22:28,我不会取名字就这样
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,所以滅活有用嗎,2022-01-09 03:11:31,吴西瓜
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,转发微博,2022-01-09 02:45:19,莞尔忘言
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,说的真好,2022-01-09 02:34:23,一只爱做白日梦的鳖
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,没回国之前，我出门都是按照n95加外科，目镜手套的标准来的,2022-01-09 01:36:55,zwklsbs
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,三针辉瑞➕尽量不出门[二哈]我尽力了,2022-01-09 00:43:09,零度好冷啊
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,哎，回国我是想都不想了，只能祈祷家人平安健康～我就阿弥陀佛了～,2022-01-09 00:30:26,Iris20110
欧美这一波Omicron高峰对国内暂时没啥影响，影响比较大的可能是留学生，尤其是近期有回国打算的。这一波巨浪下，要么自己被感染了，核酸阳性无法登机；要么航班熔断了，票都买不到。所以这一两个月你能不能回来，就看天意了。我每天都收到很多私信，也有不少在国外的朋友分享自己接种疫苗或感染新冠​展开全文c,庄时利和,01月08日22:58 来自iPhone13Pro,https://weibo.com/1728715190?refer_flag=1001030103_,4723501186946785,1728715190,闺蜜飞回葡萄牙前一天确诊，在打完第三针的后一天，无奈在伦敦隔离了整个圣诞节，几乎无症状，只有嗓子痒。,2022-01-09 00:26:38,Iris20110
