转发微博,易学伏明奇,2020年01月02日06:59 来自Android客户端,https://weibo.com/2812969717?refer_flag=1001030103_,4456179989935529,2812969717,持续互动,2020-01-02 07:03:42,人脉妈妈
#天下万象#【#泰国发现第二例新型冠状病毒肺炎患者#】1月17日，泰国公共卫生部在其官网公布，已发现第二例2019-nCoV确诊病例，患者是一名74岁中国籍女子。这也是在中国境外发现的第三例新型冠状病毒确诊病例。目前，两名确诊患者在负气压隔离病房中接受治疗，两人之间发病并无相关性。​展开c,第一播报,2020年01月18日06:55 来自微博视频号,https://weibo.com/2459965151?refer_flag=1001030103_,4461977168143433,2459965151,早上好[干杯],2020-01-18 06:55:24,小乌龟缸发动机
#天下万象#【#泰国发现第二例新型冠状病毒肺炎患者#】1月17日，泰国公共卫生部在其官网公布，已发现第二例2019-nCoV确诊病例，患者是一名74岁中国籍女子。这也是在中国境外发现的第三例新型冠状病毒确诊病例。目前，两名确诊患者在负气压隔离病房中接受治疗，两人之间发病并无相关性。​展开c,第一播报,2020年01月18日06:55 来自微博视频号,https://weibo.com/2459965151?refer_flag=1001030103_,4461977168143433,2459965151,支持，支持,2020-01-18 06:56:51,旅行大咖君
关于武汉肺炎想确认关于粤西两例的真实性。过年老家要来客人家里一定要带着去粤西景点玩而且不让带口罩做防护那种，比较紧张。希望有医护工作者能给点实际信息提示。​,禾歌社_星雨,2020年01月18日06:52 来自华为P9手机摄影再突破,https://weibo.com/2568088697?refer_flag=1001030103_,4461976354659977,2568088697,粤西什么地方有疑似病例啊,2020-01-18 07:42:29,倾酒08376
关于武汉肺炎想确认关于粤西两例的真实性。过年老家要来客人家里一定要带着去粤西景点玩而且不让带口罩做防护那种，比较紧张。希望有医护工作者能给点实际信息提示。​,禾歌社_星雨,2020年01月18日06:52 来自华为P9手机摄影再突破,https://weibo.com/2568088697?refer_flag=1001030103_,4461976354659977,2568088697,医护人员不会告诉你的,2020-01-18 07:38:56,乘鸾2012
关于武汉肺炎想确认关于粤西两例的真实性。过年老家要来客人家里一定要带着去粤西景点玩而且不让带口罩做防护那种，比较紧张。希望有医护工作者能给点实际信息提示。​,禾歌社_星雨,2020年01月18日06:52 来自华为P9手机摄影再突破,https://weibo.com/2568088697?refer_flag=1001030103_,4461976354659977,2568088697,粤西的还没确诊,2020-01-18 07:25:51,海里的仙人球
关于武汉肺炎想确认关于粤西两例的真实性。过年老家要来客人家里一定要带着去粤西景点玩而且不让带口罩做防护那种，比较紧张。希望有医护工作者能给点实际信息提示。​,禾歌社_星雨,2020年01月18日06:52 来自华为P9手机摄影再突破,https://weibo.com/2568088697?refer_flag=1001030103_,4461976354659977,2568088697,湛江？,2020-01-18 07:03:20,甜酸菜头灬
关于武汉肺炎想确认关于粤西两例的真实性。过年老家要来客人家里一定要带着去粤西景点玩而且不让带口罩做防护那种，比较紧张。希望有医护工作者能给点实际信息提示。​,禾歌社_星雨,2020年01月18日06:52 来自华为P9手机摄影再突破,https://weibo.com/2568088697?refer_flag=1001030103_,4461976354659977,2568088697,没看到新闻啊,2020-01-18 07:00:45,苏东坡乐观吗
@崔玉涛新生儿25天，五天前妈妈感冒发烧，喂母乳时一直戴着口罩，自从大人感冒后宝宝好像有点抗拒母乳，吃的很少吃一次好像不到十分钟，而且吃奶时容易进气，呛奶，昨天白天开始发现她睡觉时间很长也很少吃奶，吃两口基本就不吃了，晚上吃奶时间也减少了，这是怎么回事？两天前发现宝宝有些打喷嚏鼻子​展开c,海以南不在蓝wq,2020年01月18日06:46 来自iPhone客户端,https://weibo.com/5652350995?refer_flag=1001030103_,4461975071845773,5652350995,请问是什么原因引起的肺炎呢？我也是之前有感冒给宝宝喂了奶、没两天宝宝就肺炎住院了,2020-02-04 19:50:20,菁Y菁
武汉新认定新型冠状病毒肺炎病例4例O武汉新认定新型冠状病毒肺炎病例4例​,治癌zj,2020年01月18日06:41 来自分享按钮,https://weibo.com/5018978542?refer_flag=1001030103_,4461973615811705,5018978542,早上好[鲜花][赞啊],2020-01-18 08:14:40,梁问869
《关于武汉市新型冠状病毒感染的肺炎新增病例有关情况》发布机构： 武汉市卫生健康委员会 发布时间： 2020-01-1900:43:40 2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测​展开c,楼市政国策,2020年01月19日06:59 来自HUAWEIMate9,https://weibo.com/1793773542?refer_flag=1001030103_,4462340693361180,1793773542,官网发布评论配图,2020年01月19日 07:12,楼市政国策
《关于武汉市新型冠状病毒感染的肺炎新增病例有关情况》发布机构： 武汉市卫生健康委员会 发布时间： 2020-01-1900:43:40 2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测​展开c,楼市政国策,2020年01月19日06:59 来自HUAWEIMate9,https://weibo.com/1793773542?refer_flag=1001030103_,4462340693361180,1793773542,官网发布 http://t.cn/A6vWCDFr,2020-01-19 07:12:06,楼市政国策
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,新文化报,2020年01月19日06:59 来自微博weibo.com,https://weibo.com/2715361774?refer_flag=1001030103_,4462340650601383,2715361774,萨斯？,2020-01-19 07:03:14,木木在延吉
【命名有奖】所以在他们的文化中，特别鼓励命名，也特别善于命名。发现一颗小行星，命名发现一座山峰，命名发现一个湖泊，命名发现一个长得不一样的病毒，命名发现一种新的万花筒图案，命名……命名成为命名者的勋章和奖状。热衷于给虚幻的现象命名，这不但让人成瘾更是培养一个坏习惯，追逐​展开c,哪儿有好中医,2020年01月19日06:56 来自iPhone客户端,https://weibo.com/5311092879?refer_flag=1001030103_,4462339887522315,5311092879,灰梦露，黄梦露，白梦露，绿梦露....她们到底是不是同一个梦露[哈哈],2020-01-19 08:22:52,随处可及的安静自如
【命名有奖】所以在他们的文化中，特别鼓励命名，也特别善于命名。发现一颗小行星，命名发现一座山峰，命名发现一个湖泊，命名发现一个长得不一样的病毒，命名发现一种新的万花筒图案，命名……命名成为命名者的勋章和奖状。热衷于给虚幻的现象命名，这不但让人成瘾更是培养一个坏习惯，追逐​展开c,哪儿有好中医,2020年01月19日06:56 来自iPhone客户端,https://weibo.com/5311092879?refer_flag=1001030103_,4462339887522315,5311092879,道可道非常道，名可名非常名。 一切有为法如梦幻泡影。,2020-01-19 13:59:49,至净达静
【命名有奖】所以在他们的文化中，特别鼓励命名，也特别善于命名。发现一颗小行星，命名发现一座山峰，命名发现一个湖泊，命名发现一个长得不一样的病毒，命名发现一种新的万花筒图案，命名……命名成为命名者的勋章和奖状。热衷于给虚幻的现象命名，这不但让人成瘾更是培养一个坏习惯，追逐​展开c,哪儿有好中医,2020年01月19日06:56 来自iPhone客户端,https://weibo.com/5311092879?refer_flag=1001030103_,4462339887522315,5311092879,哈哈哈哈,2020-01-21 13:03:07,土默特部落2004
【命名有奖】所以在他们的文化中，特别鼓励命名，也特别善于命名。发现一颗小行星，命名发现一座山峰，命名发现一个湖泊，命名发现一个长得不一样的病毒，命名发现一种新的万花筒图案，命名……命名成为命名者的勋章和奖状。热衷于给虚幻的现象命名，这不但让人成瘾更是培养一个坏习惯，追逐​展开c,哪儿有好中医,2020年01月19日06:56 来自iPhone客户端,https://weibo.com/5311092879?refer_flag=1001030103_,4462339887522315,5311092879,一切会好的。@触摸彩色阳光,2020-01-19 07:03:09,命硬丶serislee
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,希望赶快治好回家团聚过年🙏,2020年01月19日 07:06,尼奇窝窝
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,春运了应该做好预防措施,2020-01-19 07:24:42,人间风物皆有灵性
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,出门戴好口罩 注意防范,2020-01-19 06:57:42,骂我就砍你
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,希望官方介绍是否有跨省输出案例。春运已开始，交通部门如何筛查和管控？,2020-01-19 07:53:32,WM碎碎念
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,是以前疑似病例被确诊，不是新增加的,2020-01-19 06:57:49,知心海豚音符
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,我一个普通人想问一下，据说并不是每个医院都能检查出此类疾病（可能会被认定为普通肺炎），武汉发现病毒是因为武汉的医院水平高，那么能否得出全国有可能存在未被检查出的省分呢？还是在得到优化后的检测试剂盒之后已经分配至全国各大医院进行核对呢？,2020-01-19 08:18:15,第六宇宙速度
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,现在人与人之间是否传播，还不能完全排除。但病毒传染人的排查形势很严峻。新型冠状病毒肺炎是可控可治的，目前关键在排查，早发现早治疗。快过年了，人员流动大，难度加大了。 ​​​,2020-01-19 08:38:32,求真先生
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,希望赶快治好回家团聚过年🙏,2020-01-19 07:06:41,尼奇窝窝
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,做好防护，希望都能治好回家过年,2020-01-19 08:22:45,琴子2289
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,人流密集场所，注意防范吧,2020-01-19 08:44:39,面壁者_流觞
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,出门戴口罩，尽量不去人多的地方！保护自己啊,2020-01-19 08:20:34,小妮子dc888
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,做好防护,2020-01-19 08:08:09,天蝎座ch2ch3
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,说明这病毒传染，早发现早治疗,2020-01-19 07:31:54,米乐星娱
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,望早日康复，回家过年🙏🙏🙏,2020-01-19 07:25:51,梦回莺歌岭
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,要过年了 望平安,2020-01-19 06:57:22,苏小鱼keke_
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,哎,2020-01-19 07:00:32,BigCity88
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,[悲伤][悲伤][失望][失望],2020-01-19 06:57:49,胡翊宸Mike
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,出门戴好口罩 注意防范,2020-01-19 08:50:25,小宇啊b
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,这个事，得高度重视啊！,2020-01-19 08:14:47,寻找翻倍牛股
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,关注。,2020-01-19 07:35:09,雪明老师
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,快快好起来吧,2020-01-19 07:33:35,Xback甜盐都爱
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,㊗️平安,2020-01-19 07:31:26,MomokaSS
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,增强体质，去人多的地方戴口罩，有症状及时就诊哦,2020-01-19 07:27:23,烟雪飞舞Vicky
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,春运好多车都要从武汉过,2020-01-19 07:22:08,顺哥LOOK9458
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,[二哈],2020-01-19 07:16:05,醒酒之后再和我说话
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,转发微博,2020-01-19 07:08:03,阳光环保199801
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,春节人流量大，更需要密切注意。,2020-01-19 07:00:05,木棍丫头
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,此帖要好好看！晚上好，每一次相遇就是一次缘分，有你真好。,2020-01-19 06:59:00,金城微视觉
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,🙏🙏🙏,2020-01-19 06:57:28,小散理智
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,🙏,2020-01-19 06:57:24,步步好运winwin
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,愿平平安安，早日康复,2020-01-19 06:57:22,暴躁的小鱼干
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,早上好！,2020-01-19 06:56:39,博爱领众168
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,跟我一起G起来,2020-01-19 17:28:02,恩_别对我好
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,愿平安,2020-01-19 11:56:31,问路之心
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,我想试试我的权重,2020-01-19 11:34:45,你瞅sazilei
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,春运了 千万别传播开啊。,2020-01-19 09:55:16,鄙人赵德柱
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,美国这边武汉飞来的都要测体温了。,2020-01-19 09:48:58,美股charttrader
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,故宫后续呢,2020-01-19 09:47:45,是我不吃香菜6
【武汉新认定新型冠状病毒感染的肺炎病例17例】据武汉市卫健委：2020年1月17日，国家和省市专家对全市各社区卫生服务中心筛查的、各医院发热门诊发现并收治的不明原因肺炎部分病例，依据其临床表现、流行病学史，以及采用优化后的检测试剂盒检测出的新型冠状病毒核酸阳性结果进行综合研判，新认定新型​展开c,人民网,2020年01月19日06:55,https://weibo.com/2286908003?refer_flag=1001030103_,4462339673786934,2286908003,做好预防工作吧[作揖],2020-01-19 09:45:47,奇奇和帝帝
